species,collection_id,specimen_id,sex,hum_tl,hum_pw,hum_dw,uln_tl,uln_pw,uln_dw,cmc_tl,cmc_pw,cmc_dw,fem_tl,fem_pw,fem_dw,tbt_tl,tbt_pw,tbt_dw,tmt_tl,tmt_pw,tmt_dw,ubeak_cl,ubeak_ns,ubeak_wd,ubeak_dp,measurer_id
Fregata_magnificens,CM,CM-S,u,184.93,30.43,27.34,247.74,18.66,19.34,115.12,26.04,16.66,52.4,14.36,11.71,70.04,11.81,11.19,21.4,9.69,13.33,114.15,92.36,24.31,13.81,CDM
Garrulax_leucolophus,CM,CM-S,u,33.41,10.07,8.3,35.63,5.78,5.32,18.78,6.18,2.68,34.91,6.86,7.67,61.51,9.34,7.19,47.26,5.67,5.69,37.43,23.46,5.46,4.89,CDM
Geococcyx_californianus,CM,CM-S,u,48.22,11.91,10.38,41.68,6.41,5.83,21.55,7.18,6.2,57.62,10.73,10.46,87.3,13.82,8.92,66.04,8,8.51,55.27,29.22,8.28,6.42,CDM
Geokichla_citrina,CM,CM-S1349,u,26.89,8.53,5.8,32.76,4.32,4.77,18.48,4.66,4.64,25.42,4.76,4.39,43.3,6.54,4.64,31.63,5.09,3.36,23.05,13.06,4.64,3.12,CDM
Glaucidium_brasilianum,CM,CM-S,u,33.41,6.89,6.42,41.94,4,3.7,16.65,3.18,3.67,27.88,5.11,5.84,41.43,6.51,5.79,20.6,5.63,5.36,14.98,10.64,6.68,6.07,CDM
Goura_cristata,CM,CM-S,u,101.62,29.37,23.24,121.85,16.18,16.29,62.14,16.99,12.45,81.33,18.96,19.02,123.11,21.48,18.38,90.7,15.81,16.46,49.17,10.45,3.67,3.78,CDM
Grus_grus,CM,CM-S7587,u,238.06,46.67,35.27,271.4,24.65,21.85,117.16,23.76,18.65,133.87,28.38,27.36,295.36,39.61,26.48,260.8,27.24,21.98,116.58,51.79,11.02,8.01,CDM
Hypotaenidia_owstoni,CM,CM-S,u,43.68,8.82,5.87,36.04,4.27,4.6,23.49,5.53,3.89,51.4,8.91,8.59,73.79,13.76,6.61,46.98,6.71,7.16,33.11,11.73,4.24,3.23,CDM
Larus_marinus,CM,CM-S,u,156.98,28.59,21.76,176.3,17.93,17.58,89.19,17.66,14.83,73.36,15.32,15.35,134.19,24.44,16.4,84.47,14.65,12.96,85.31,34.03,10.96,13.24,CDM
Lophophorus_impejanus,CM,CM-S15780,u,90.08,24.83,18.26,85.37,11.24,13.52,48.07,13.11,10.61,97.88,19.57,18.73,131.94,22.43,15.34,73.08,14.28,14.66,57.58,31.44,16.2,8.71,CDM
Macronectes_giganteus,CM,CM-S11040,u,243.19,37.78,27.15,236.6,19.51,20.19,101.03,21.51,17.57,88.73,20.66,19.78,184.43,20.42,21.72,95.88,20.32,19.21,102.17,53.06,21.73,26,CDM
Meleagris_gallopavo,CM,CM-S,u,119.34,32.87,25.08,118.73,19.79,19.78,66.5,19.94,14.31,111.26,25.92,23.29,180.73,27.07,20.06,130.59,20.38,20.09,56.11,21.88,13.53,7.42,CDM
Mycteria_americana,CM,CM-S,u,174.73,34.33,28.1,220.71,19.64,17.87,101.19,21.14,13.58,97.56,22.38,21.88,215.87,28.25,21.23,210.74,17.32,19.8,224.53,192.84,32.2,26.04,CDM
Oncostoma_cinereigulare,CM,CM-S,u,12.42,3.46,2.96,16.64,2.15,1.93,6.27,1.66,1.42,11.52,1.89,2.01,20.2,2.19,1.26,14.84,1.18,1.74,12.37,6.21,3.81,2.89,CDM
Onychoprion_aleuticus,CM,CM-S,u,58.18,10.92,8.1,68.79,6.86,8.18,34.65,8.44,5.47,24.85,4.61,4.29,41.85,7.12,3.98,18.45,4.25,4.03,34.78,17.82,3.76,2.87,CDM
Opisthocomus_hoazin,CM,CM-S247,u,75.57,21.53,17.25,76.9,11.43,11.69,41.41,14.3,11.4,69.46,13.34,13.38,94.12,12.38,12.15,57.65,13.21,12.83,33.98,19.34,10.96,8.4,CDM
Paradisaea_rubra,CM,CM-S5105,u,41.99,12.91,11.09,49.93,6.62,6.5,24.77,7.7,7.52,36.87,8.24,8.17,62.08,7.22,9.95,42.17,7.55,8.19,35.32,26.64,8.22,9.39,CDM
Phaethornis_striigularis,CM,CM-S,u,4.09,1.96,1.35,3.58,1.18,0.96,3.73,1.36,1.21,7.34,1.2,0.99,9.83,1.21,0.65,3.58,0.94,1.01,24.09,17.29,1.54,1.07,CDM
Phoenicopterus_ruber,CM,CM-S,u,174.75,31.89,22.06,186.57,15.21,14.08,83.2,17.67,10.17,86.88,18.32,20.71,268.45,31,19.1,229.75,17.17,17.7,109.92,84.03,14.28,12.42,CDM
Phrygilus_gayi,CM,CM-S,u,19.82,6.23,4.95,23.73,3.4,2.63,12.01,3.19,2.46,17.5,3.15,3.23,30.59,4.5,2.36,20.96,2.84,2.69,18.22,11.71,5.04,4.46,CDM
Podargus_strigoides,CM,CM-S10788,u,83.32,17,14.75,96.65,12.25,9.54,41.39,10.87,11.03,44.52,9.57,9.53,72.22,10.74,9.93,33.66,9.12,9.31,55.93,33.56,31.95,16.03,CDM
Progne_chalybea,CM,CM-S,u,21.52,8.72,5.84,31.42,4.74,4.75,20.08,5.6,2.83,18.47,3.56,3.44,30.14,4.15,2.93,15.05,3.26,2.84,17.44,8.71,5.14,2.98,CDM
Psophia_leucoptera,CM,CM-S1924,u,74.65,20.23,15.84,75.61,12.18,10.82,39.4,12.07,8.64,77.44,17.6,16.58,151.51,20.63,15.51,115.1,14.5,14.42,43.06,18.52,8.15,6.61,CDM
Pterocles_exustus,CM,CM-S12058,u,40.67,15.48,9.15,49.29,6.06,6.19,27.34,7.77,5.03,36.65,8.23,6.61,47.98,7.37,6.05,24.39,4.77,5.58,19.91,7.73,3.44,2.57,CDM
Puffinus_lherminieri,CM,CM-S,u,71.05,14.21,7.31,68.26,5.94,7.39,37.83,8.66,6.94,25.13,6.32,6.04,58.24,6.89,7.03,41.06,6.3,4.97,38.57,22.65,4.78,3.51,CDM
Pygoscelis_adeliae,CM,CM-S11610,u,70.71,19.9,21.18,46.09,8.65,8.5,37.81,13.14,16.29,75.3,17.29,14.88,121.94,20.1,13.46,31.03,15.62,19.05,56.32,15.11,9.04,7.95,CDM
Pygoscelis_antarcticus,CM,CM-S,u,69.09,19.93,21.37,47.12,7.92,9.93,40.55,13.17,17.5,72.14,15.62,14.05,111.83,19.63,16.73,25.96,15.16,20.37,62.69,22.88,10.42,8.95,CDM
Pygoscelis_papua,CM,CM-S,u,85.61,24.71,25.82,56.61,9.16,9.53,46.8,15.61,19.67,88.83,20.6,17.68,125.29,23.5,19.37,33.23,18.32,23.46,79.65,18.14,6.79,5.91,CDM
Ramphastos_ambiguus,CM,CM-S,u,64.69,18.67,15.56,82.05,9.44,10.06,33.11,11.22,6.23,55.37,11.1,11.8,87.1,12.78,9.31,55.06,10.19,11.31,165.38,162.39,38.65,38.63,CDM
Rhea_americana,CM,CM-S,u,257.28,34.99,23.89,193.42,20.56,16.36,80.09,16.23,17.88,217.55,56.42,63.68,337.81,48.42,50.05,314.21,46.06,42.3,88.01,29.23,24.52,8.67,CDM
Rhea_pennata,CM,CM-S99,u,230.15,29.86,21.51,164.33,18.25,12.59,63.68,12.46,15.03,196.09,55.6,58.86,300.36,56.64,47.53,260.56,39.73,38.35,68.74,18.7,17.99,6.18,CDM
Scolopax_minor,CM,CM-S,u,45.53,11.24,7.98,50.83,6.73,6.43,38.12,6.56,4.05,39.38,7.03,6.57,57.94,8.49,5.65,35.25,6.05,5.77,81.61,35.2,3.74,2.7,CDM
Spheniscus_demersus,CM,CM-S,u,68.64,19.64,22.65,47.33,9.84,8.8,37.45,12.95,16.94,72.33,16.97,14.39,109.8,22.39,14.22,32.71,14.7,19.48,55.11,21.18,6.64,8.98,CDM
Spheniscus_magellanicus,CM,CM-S11612,u,69.55,21.17,23.54,49.44,7.88,9.82,41.63,13.47,17.96,73.71,17.23,16.69,109.13,22.36,18.1,33.35,16.65,20.85,69.9,28.33,7.4,11.34,CDM
Sphyrapicus_varius,CM,CM-S,u,27.58,8.54,6.01,33.49,4.83,4.84,16.92,3.77,4.83,19.94,4.24,3.83,29.6,3.97,3.46,20.75,3.37,3.61,27.42,20.8,6.27,3.9,CDM
Struthio_camelus,CM,CM-S,u,378,50.61,38.37,126.95,26.89,30.17,99.81,20.73,22.3,313,113.08,115.38,537.21,86.21,91.24,511.81,78.65,69.46,139.53,18.49,35.58,6.8,CDM
Tachycineta_thalassina,CM,CM-S,u,13.58,5.84,3.67,14.28,2.65,1.16,11.97,3.71,2.9,11.85,2.11,2.03,18.92,2.88,1.64,10.2,2.16,1.49,9.26,3.03,3.35,1.65,CDM
Tachyeres_pteneres,CM,CM-S,u,NA,33.56,NA,NA,NA,NA,NA,NA,NA,81.74,19.25,20.41,NA,23.65,NA,NA,NA,NA,NA,NA,NA,NA,CDM
Tauraco_persa,CM,CM-S,u,NA,13.18,NA,NA,NA,NA,NA,NA,NA,58.27,10.14,10.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CDM
Telophorus_dohertyi,CM,CM-S,u,22.66,5.89,4.99,21.3,2.95,2.79,8.99,4.37,3.37,25.78,4.17,4.39,39.66,5.12,3.12,27.91,3.46,3.33,21.15,10.48,4.85,4.09,CDM
Trichoglossus_haematodus,CM,CM-S,u,29.89,11.44,6.53,33.64,5.59,5.33,23.3,6.84,3.69,32.14,6.41,6.2,45.94,8.33,6.79,18.54,6.84,8.06,27.05,22.66,8.9,11.23,CDM
Trochalopteron_milnei,CM,CM-S12297,u,22.61,6.37,5.8,24.23,3.83,4,13.46,3.89,1.63,29.09,5.28,5.86,52.43,8.43,5.6,38.51,4.93,4.52,23.93,12.73,4.7,3.96,CDM
Trogon_citreolus,CM,CM-S2289,u,31.73,9.57,7.7,36.86,5.09,4.74,17.28,5.7,5.61,21.37,4.37,4.4,28.31,5.25,4.03,13.91,3.67,4.15,19.81,12.76,8.83,6.53,CDM
Vultur_gryphus,CM,CM-S,u,266.38,58.43,50.73,315.19,33.22,31.31,134.07,36.73,33.37,145.57,39.65,37.74,229.98,36,26.2,120.03,28.31,32.44,95.38,49.2,25.75,16.93,CDM
Acrocephalus_schoenobaenus,MZB,MZB-92-0214,u,13.46,4.21,3.11,16.1,2.24,2.29,9.81,2.37,2.56,16.53,2.81,2.68,29.92,2.75,2.17,22.07,2.27,1.69,13.78,5.85,2.69,1.39,FS
Acrocephalus_scirpaceus,MZB,MZB-2014-7345,u,NA,4,3.23,15.85,2.24,2.16,9.34,2.41,2.36,16.18,2.92,2.78,31.13,2.8,2.18,22.95,2.37,1.54,15.21,6.5,2.98,1.24,FS
Acrocephalus_scirpaceus,MZB,MZB-2013-2630,u,12.95,4.06,3.41,15.9,2.26,2.27,9.6,2.46,2.58,16.21,2.98,2.88,31.05,2.78,2.4,24.11,2.62,1.69,16.11,7.1,3.55,1.36,FS
Aegolius_funereus,MZB,MZB-2012.1452,u,50.32,9.82,9.07,77.89,6.4,5.53,NA,NA,NA,38.43,7.45,6.95,51.98,5.72,6.43,NA,NA,NA,NA,NA,NA,NA,FS
Aquila_fasciata,MZB,MZB-2006-0264,f,116.82,24.39,19.63,144.14,14.16,11.63,67.25,15.92,11.47,78.74,16.69,16.7,108.83,12.74,13.01,66.9,13.47,15.07,35.56,17.36,11.3,12.17,FS
Aquila_fasciata,MZB,MZB-2006-0259,u,134.38,29.21,23.5,163.66,16.71,15.21,77.59,18.91,13.59,97.68,22.64,20.88,139.18,15.49,15.61,95.18,16.05,19.1,42.29,21.24,12.48,14.5,FS
Burhinus_oedicnemus,MZB,MZB-2005-0055,u,81.06,16.54,11.76,88.25,8.5,7.33,40.64,11.59,6.26,50.15,9.71,10.21,96.32,9.07,7.38,76.33,9.16,8.98,42.42,15.43,6.91,4.11,FS
Caprimulgus_europaeus,MZB,MZB-2010-0046,u,36.78,9.53,6.56,46.96,5.47,4.49,25.61,6.91,4.94,22.66,3.75,3.6,NA,2.86,2.97,16.71,3.1,3.57,NA,NA,NA,NA,FS
Caprimulgus_europaeus,MZB,MZB-2017-1616,u,35.19,9.37,6.88,45.52,5.56,4.5,25.21,7.06,4.95,22,3.78,3.77,32.1,3.12,2.64,16.26,3.88,2.76,22.51,7.04,5.81,2.14,FS
Caprimulgus_ruficollis,MZB,MZB-2000-1080,u,39.27,10.16,7.81,51.13,6.2,5.36,28.19,7.83,5.87,24.29,4.07,4.08,37.08,3.47,3.02,21.06,3.16,4.56,26.71,8.06,6.45,2.09,FS
Caprimulgus_ruficollis,MZB,MZB-97-0178,u,40.16,10.56,8.02,53.79,6.22,5.16,28.72,7.87,5.48,24.65,4.37,4.43,37.93,3.54,3.29,21.12,3.24,4.47,25.97,7.52,7.19,2.54,FS
Cettia_cetti,MZB,MZB-2011-0315,u,13.71,3.79,3.06,13.64,2.02,1.64,8.4,2.27,2.25,14.74,2.77,2.74,NA,2.39,2.06,20.11,2.32,1.54,12.61,5.92,2.12,1.27,FS
Cettia_cetti,MZB,MZB-2021-0902,u,13.14,3.61,2.99,13.35,1.91,1.53,8.32,2.12,2.15,14.23,2.62,2.58,27,2.39,1.94,19.49,2.2,1.45,12.16,5.42,2.13,1.23,FS
Erithacus_rubecula,MZB,MZB-2009-0245,u,15.19,5.04,3.76,19.8,2.69,2.19,11.03,2.93,2.97,15.98,2.77,2.81,31.53,2.53,2.45,25.69,2.72,1.8,19.96,5.76,2.93,1.47,FS
Erithacus_rubecula,MZB,MZB-2009-0331,u,16.15,5.03,3.99,19.76,2.8,2.2,10.69,2.75,2.9,15.93,2.8,2.96,31.86,2.54,2.35,24.29,2.58,1.96,13.02,5.53,2.73,1.67,FS
Eudocimus_ruber,MZB,MZB-2006-0314,u,97.21,22.65,16.25,107.87,11.7,10.34,55.16,12.19,8.99,63.45,12.39,13.14,130.24,10.82,10.19,89.77,12.81,11.18,155.08,38.07,4.65,3.1,FS
Fratercula_arctica,MZB,MZB-2004-0697,u,61.25,13.86,9.04,48.23,6.05,7.21,32.13,7.72,4.93,37.86,7.75,6.93,64.41,5.72,5.16,27.4,5.77,6.45,43.81,19.31,7.68,13.1,FS
Fratercula_arctica,MZB,MZB-2004-0694,u,59.82,13.54,8.99,47.71,6.57,7.08,31.27,7.88,5.69,36.71,8.04,6.97,60.75,7.78,5.71,26.19,6.33,6.42,44.21,19.93,6.37,13.67,FS
Leptoptilos_crumenifer,MZB,MZB-90-0350,u,262,54.08,46.93,NA,31.41,26.56,152.56,32.5,23.77,128.46,35.73,33.12,344,25.58,20.95,261,26.81,28.66,275,225,41.85,33.93,FS
Morus_bassanus,MZB,MZB-2004-0689,u,229,31.43,24.38,200,17.13,15.84,94.4,19.77,15.3,73.67,14.89,16.57,108.55,11.95,13.05,60.46,14.03,16.85,104.07,92.01,25.58,18.18,FS
Morus_bassanus,MZB,MZB-2003-1460,u,223,33.17,24.99,193,17.34,15.4,92.2,20.47,15.58,72.89,15.9,16.67,1044.05,12.65,13.79,58.59,14.59,17.45,106.16,93.2,24.05,18.52,FS
Numenius_phaeopus,MZB,MZB-2016-3081,u,73.74,15.95,11.21,82.48,8.69,7.13,NA,NA,NA,47.36,9.27,9.07,NA,7.33,NA,NA,NA,NA,NA,NA,NA,NA,FS
Numenius_phaeopus,MZB,MZB-2002-0445,u,75.73,14.99,10.88,84.48,8.5,7.42,43.7,10.65,6.26,47.2,8.74,8.73,84.88,6.98,7.36,62.71,8.39,7.04,88.68,13.78,2.34,1.08,FS
Pelecanus_crispus,MZB,MZB-923-0217,u,350,58.9,47.5,376,32.16,27.41,162,34.45,27.31,124.5,31.7,34.7,186,23.52,23.27,118.1,24.67,23.78,361,346,34.78,34.6,FS
Plegadis_falcinellus,MZB,MZB-97-0476,u,90.2,20.37,14.35,104.59,10.19,8.71,54.44,10.81,7.66,NA,10.59,NA,121.72,8.88,8.12,90.48,9.7,9.93,107.95,81.67,7.41,6.28,FS
Plegadis_falcinellus,MZB,MZB-2009-0078,u,100.74,22.19,16.08,113.06,10.79,9.59,59.29,11.67,9.32,61.15,11.82,12.37,144.37,10.35,9.84,108.36,11.24,11.11,142.3,105.5,7.4,6.81,FS
Podiceps_cristatus,MZB,MZB-96-1171,u,101.68,16.95,9.99,93.8,7.65,6.38,44.17,8.78,6.49,40.89,12.3,12.63,NA,9.96,10.07,62.95,11.15,8.69,53.58,25.51,5.27,3.9,FS
Podiceps_cristatus,MZB,MZB-95-0798,u,113.31,18.62,10.94,104.28,8.43,7.12,49.02,9.52,6.75,43.78,13.42,14.37,127.18,10.2,10.86,65.91,11.77,9.24,61.26,29.84,6.31,5.03,FS
Porzana_porzana,MZB,MZB-2005-0971,u,37.6,7.54,4.94,NA,3.35,NA,21.96,4.52,3.25,40.52,5.8,6.87,59.84,5.07,4.35,35.58,4.72,5.08,20.82,6.95,2.7,2.4,FS
Porzana_porzana,MZB,MZB-97-0473,u,34.88,7.32,5.06,30.58,3.42,3.65,21.6,4.87,3.58,37.71,6.54,5.34,55.44,4.41,4.52,33.8,4.67,4.63,19.42,5.87,2.71,2.45,FS
Pyrrhula_pyrrhula,MZB,MZB-2013-4645,u,18.03,6.35,5.14,22.86,3.38,2.64,12.75,3.4,3.57,17.27,3.24,2.79,28.82,2.52,2.46,17.58,2.58,1.94,11.89,5.79,7.13,2.94,FS
Pyrrhula_pyrrhula,MZB,MZB-2014-2011,u,18.37,5.98,4.84,22.79,3.16,2.47,NA,NA,NA,17.34,2.67,2.71,28.41,2.66,2.42,17.51,2.6,1.83,12.39,6.07,6.2,2.81,FS
Rallus_aquaticus,MZB,MZB-2008-0950,u,37.01,7.31,5.22,30.03,3.56,3.83,20.55,4.66,3.5,37.89,6.56,5.79,60.87,5.23,5.04,39.31,5.03,5.21,37.03,11.4,2.27,2.12,FS
Rallus_aquaticus,MZB,MZB-2006-0031,u,38.5,7.15,5.14,NA,4.12,NA,20.71,4.67,3.25,39.3,6.77,6.01,59.13,5.28,4.87,NA,5.21,5.67,40.02,12.85,2.14,1.99,FS
Tachybaptus_ruficollis,MZB,MZB-2016-2963,u,53.39,9.2,5.43,47.08,4.3,3.68,24.16,4.91,3.58,30.18,7.69,7.9,66.64,5.98,5.77,35.86,6.3,5.42,23.16,8.07,3.68,2.77,FS
Tachybaptus_ruficollis,MZB,MZB-95-0717,u,52.72,8.94,5.53,47.41,4.13,3.52,24.17,4.91,3.56,29.85,7.6,7.79,63.63,5.22,5.75,34.63,6.27,4.93,23.35,8.9,4.29,2.47,FS
Tringa_glareola,MZB,MZB-99-1045,u,34.45,8.12,5.35,37.29,4.32,3.46,22.5,5.12,3.06,24.63,4.59,4.2,54.83,3.68,3.39,38.62,3.59,3.36,32.59,13.66,2.02,1.58,FS
Tringa_glareola,MZB,MZB-99-1043,u,34.59,7.76,5.37,37.9,4.21,3.57,22.51,5.29,3.26,24.89,4.67,4.28,52.85,3.68,3.49,38.02,3.81,3.62,32.55,14.7,2.23,1.83,FS
Phalacrocorax_carbo,MZB,MZB-2009-4163,m,162,25.8,16.89,176,13.97,10.91,79.82,16,8.46,63.39,17.71,18.3,117.26,13.42,14.1,66.4,14.68,15.97,73.12,64.18,15.82,12.51,FS
Phalacrocorax_carbo,MZB,MZB-2005-0391,f,153,23.99,15.42,168,12.49,9.94,76.26,14.7,7.9,56.2,16.61,14.71,110.65,12.09,12.22,64.98,13.56,15.28,68.3,60.4,14.9,9.91,NMR
Ardea_purpurea,MZB,MZB-97-0200,m,146,21.28,18.64,168,12.87,9.04,75.81,12.2,8.21,96.05,13.03,13.74,194,11.31,10.14,132.09,13.4,13.8,124.62,99.13,13.69,5.73,NMR
Ardea_purpurea,MZB,MZB-94-0783,f,139.39,19.83,17.32,167,12.22,8.79,75.01,12.76,7.34,NA,12.74,NA,NA,10.51,NA,122.49,12.18,12.77,112.51,86.31,12.16,5.32,NMR
Ardea_cinerea,MZB,MZB-91-0116,f,167,24.71,21.83,194,15.02,11.07,87.55,15.75,8.82,86.57,13.73,14.53,196,12.13,11.96,142.9,13.14,13.16,105.28,80.9,14,7.37,NMR
Ardea_cinerea,MZB,MZB-97-0352,m,178,27.64,22.87,212,16.53,11.84,97.4,15.93,10.23,90.98,15.85,15.4,213,13.86,12.5,162,14.38,14.54,118.48,92.45,15.11,7.76,NMR
Megascops_choliba,MZB,MZB-92-0090,m,NA,9.65,9.08,58.27,5.31,4.84,26.27,6.2,4.45,35.99,6.6,6.24,56.39,6.17,6.04,32.6,6.45,6.76,21.66,15.41,7.55,6.06,NMR
Strix_aluco,MZB,MZB-2006-0391,f,84.94,14.9,14.24,92.93,9.08,7.29,44.93,9.54,7.39,60.57,11.24,10.97,86.65,8.77,9.56,48.82,9.72,11.6,28.77,18.22,10.11,10.36,NMR
Strix_aluco,MZB,MZB-98-0667,m,83.25,14.04,13.91,90.53,8.87,10.31,42.56,9.6,8.46,59.45,9.95,10.11,84.57,8.75,8.39,48.29,8.78,10.55,27.4,15.96,10.88,11.29,NMR
Myiopsitta_monachus,MZB,MZB-2011-0856,m,34.11,9.33,6.99,39.84,5.68,4.78,27.02,6.63,4.25,32.62,5.78,5.34,45.93,4.61,4.93,18.07,6.3,7.3,23.39,18.48,12.82,8.84,FS
Myiopsitta_monachus,MZB,MZB-2011-0862,f,31.9,9.03,6.83,38.06,5.35,4.83,26.15,6.67,3.99,30.67,5.64,5.26,43.01,4.54,4.85,16.97,5.88,6.99,19.74,14.99,11.74,8.66,FS
Somateria_mollissima,MZB,MZB-2003-0498,f,108.83,24.74,13.99,93.72,10.96,12.43,64.71,13.6,7.53,61.7,13.36,13.94,105.46,11.45,9.36,48.57,11.91,10.27,89.15,24.68,19.08,11.12,FS
Alexandrinus_krameri,MZB,MZB-2008-0128,f,36.17,9.1,6.96,43.38,5.41,5.22,29.51,6.96,4.28,30.13,5.57,5.45,39.79,4.31,4.91,15.86,5.5,7.15,23.75,18.81,13.12,10.23,FS
Alexandrinus_krameri,MZB,MZB-2016-2294,m,38.45,9.79,7.2,46.73,5.94,5.43,30.98,7.53,4.37,31.81,5.97,5.75,46.58,4.99,5.66,17.1,5.64,7.69,23.62,18.36,12.73,11.94,FS
Tetrax_tetrax,MZB,MZB-97-0440,f,91.51,19.48,13.89,96.4,9.96,8.34,43.83,11.54,6.67,59.91,12.9,12.07,101.82,8.43,7.87,65.08,9.49,10.34,32.84,11.29,6.53,3.71,NMR
Tetrax_tetrax,MZB,MZB-2003-1082,m,89.36,20.48,15.22,94.95,11.07,8.84,45.38,11.36,6.26,59.07,13.47,13.18,100.38,9.8,9.09,68.6,11,11.52,31.14,10.35,5.8,4.19,NMR
Pavo_cristatus,MZB,MZB-90-0011,m,136,32.16,27.08,127,16.41,15.81,71.1,20.12,12.95,114,27.96,24.85,200,20.06,17.82,131.49,19.43,19.82,43.61,14.86,10.65,5.66,NMR
Netta_rufina,MZB,MZB-2005-0889,f,98.46,19.74,13.83,85.04,9.78,9.95,55.42,12.38,6.78,50.18,10.41,11.03,91.82,8.54,8.97,44.82,9.59,8.84,49.77,28.93,18.39,8.97,FS
