species,genus,family,order,superorder,status,flight_ability,beak_length_culmen,beak_length_nares,beak_width,beak_depth,tarsus_length,wing_length,kipps_distance,tail_length,body_mass,reference_id
Galloperdix_lunulata,Galloperdix,Phasianidae,Galliformes,Galloanserae,Extant,1,20.4,10.3,5.6,6.1,37.6,145.5,26.6,96.8,254.4,Avonet
Galloperdix_spadicea,Galloperdix,Phasianidae,Galliformes,Galloanserae,Extant,1,21,10.3,5.8,6,41.8,144.8,27.3,117.8,359.1,Avonet
Gallus_gallus,Gallus,Phasianidae,Galliformes,Galloanserae,Extant,1,30.9,15.4,8.9,8.9,68.1,218.2,48.9,194,751.7,Avonet
Gallus_lafayettii,Gallus,Phasianidae,Galliformes,Galloanserae,Extant,1,34.1,15.7,9.4,10.1,69.1,204.8,40.8,137.7,825,Avonet
Gallus_sonneratii,Gallus,Phasianidae,Galliformes,Galloanserae,Extant,1,36.4,14.9,9.2,9.1,67.5,218,45.2,219,840.8,Avonet
Gallus_varius,Gallus,Phasianidae,Galliformes,Galloanserae,Extant,1,29.2,13.7,8.9,9.4,65.5,202.2,40.6,186.6,839.3,Avonet
Haematortyx_sanguiniceps,Haematortyx,Phasianidae,Galliformes,Galloanserae,Extant,1,21.9,10.8,6.2,6.7,52.8,155.4,30.8,65.8,300,Avonet
Ithaginis_cruentus,Ithaginis,Phasianidae,Galliformes,Galloanserae,Extant,1,24.5,12.1,9.7,10.1,61,195.7,48.7,142.5,530.7,Avonet
Lagopus_lagopus,Lagopus,Phasianidae,Galliformes,Galloanserae,Extant,1,22.8,11.5,9.1,10.8,35.6,195.6,75.7,108.8,566.9,Avonet
Lagopus_leucura,Lagopus,Phasianidae,Galliformes,Galloanserae,Extant,1,16.8,7.3,6.8,6.4,30.8,173,71.7,86.4,355,Avonet
Lagopus_muta,Lagopus,Phasianidae,Galliformes,Galloanserae,Extant,1,18.9,9.8,6.8,7.5,30.5,188.6,85.8,89.8,535.3,Avonet
Lerwa_lerwa,Lerwa,Phasianidae,Galliformes,Galloanserae,Extant,1,21.2,14.9,10.2,9.9,37,186.6,67.6,98.8,567.3,Avonet
Lophophorus_impejanus,Lophophorus,Phasianidae,Galliformes,Galloanserae,Extant,1,53.3,31.5,17.3,15.3,69.3,286.2,60.1,203,2066.5,Avonet
Lophophorus_lhuysii,Lophophorus,Phasianidae,Galliformes,Galloanserae,Extant,1,60,41.7,21.1,16.3,76.4,336.6,87.8,291,3008,Avonet
Lophophorus_sclateri,Lophophorus,Phasianidae,Galliformes,Galloanserae,Extant,1,48.4,31.8,18.1,15.4,74,295.2,79.7,186.5,2500,Avonet
Lophura_bulweri,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,41.1,21.8,13.5,11.2,83.8,247.2,36,334.2,1245.2,Avonet
Lophura_diardi,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,35.6,17.5,10.9,10.5,86.7,230,58.7,272.2,1088.9,Avonet
Lophura_edwardsi,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,34.1,17.9,9.6,10.1,71.9,210.4,40.6,193.4,1091,Avonet
Lophura_erythrophthalma,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,38.4,19.6,10.7,11.6,75.7,220.8,48.6,134.2,934.3,Avonet
Lophura_ignita,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,38.6,20,11.4,12,97,280,48.1,239.4,1768.1,Avonet
Lophura_inornata,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,33.9,17.2,10.7,11.7,69,209.3,45,137.5,685,Avonet
Lophura_leucomelanos,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,35.8,17.9,11.1,10.9,67.4,212.2,37,222,868,Avonet
Lophura_nycthemera,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,39.8,19.9,11.9,12.6,90.6,254.8,49.5,439.5,1230,Avonet
Lophura_pyronota,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,38.4,19.6,10.7,11.6,75.7,220.8,48.6,120,934.3,Avonet
Lophura_rufa,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,44.6,22,12.2,12.7,101.1,281.1,52.6,217.5,1768.1,Avonet
Lophura_swinhoii,Lophura,Phasianidae,Galliformes,Galloanserae,Extant,1,36,17.3,10.7,10.6,84.4,237.8,58.4,360.2,1100,Avonet
Lyrurus_mlokosiewiczi,Lyrurus,Phasianidae,Galliformes,Galloanserae,Extant,1,27.7,14,11.3,11,47.3,197.8,56.1,166.8,814,Avonet
Lyrurus_tetrix,Lyrurus,Phasianidae,Galliformes,Galloanserae,Extant,1,30.1,14.1,10.7,12.5,47.2,240.5,87.5,130.2,1068.7,Avonet
Margaroperdix_madagarensis,Margaroperdix,Phasianidae,Galliformes,Galloanserae,Extant,1,21.8,12.5,8.8,8.9,31.3,121.2,33.4,60.8,245,Avonet
Melanoperdix_niger,Melanoperdix,Phasianidae,Galliformes,Galloanserae,Extant,1,20.4,9.9,7,10.6,43.3,133.8,34.9,57.3,280,Avonet
Meleagris_gallopavo,Meleagris,Phasianidae,Galliformes,Galloanserae,Extant,1,48.6,25.9,17.6,15.3,149.2,448.8,115,351.2,5791.4,Avonet
Meleagris_ocellata,Meleagris,Phasianidae,Galliformes,Galloanserae,Extant,1,39.8,22.3,14.4,11.1,123,362.5,96.9,305.2,5525,Avonet
Ophrysia_superciliosa,Ophrysia,Phasianidae,Galliformes,Galloanserae,Extant,1,16.1,7.3,4.3,5.6,28.5,88,12.9,67.8,189.7,Avonet
Pavo_cristatus,Pavo,Phasianidae,Galliformes,Galloanserae,Extant,1,49.1,22.8,13,12.2,130,445.2,124.4,403.2,4154.8,Avonet
Pavo_muticus,Pavo,Phasianidae,Galliformes,Galloanserae,Extant,1,45.8,20.6,13.8,12,150,465.8,101.7,500.8,2205.7,Avonet
Peliperdix_albogularis,Peliperdix,Phasianidae,Galliformes,Galloanserae,Extant,1,20.9,10.1,6.2,6.8,33.9,127.2,34,51,276,Avonet
Peliperdix_coqui,Peliperdix,Phasianidae,Galliformes,Galloanserae,Extant,1,22.1,10.4,6.3,6.9,33.5,138.4,36.3,69.2,262,Avonet
Peliperdix_lathami,Peliperdix,Phasianidae,Galliformes,Galloanserae,Extant,1,20.4,10.5,6,5.5,38.2,135.2,35.8,61,269,Avonet
Peliperdix_schlegelii,Peliperdix,Phasianidae,Galliformes,Galloanserae,Extant,1,21.3,10.4,6.6,7.2,34.5,128.4,29.3,56.8,236.6,Avonet
Perdicula_argoondah,Perdicula,Phasianidae,Galliformes,Galloanserae,Extant,1,14.4,7.8,5.4,6.8,22.5,75.8,16.9,33.4,60.5,Avonet
Perdicula_asiatica,Perdicula,Phasianidae,Galliformes,Galloanserae,Extant,1,14.6,8.1,5.7,7.2,25.3,81.2,14.2,35.4,68.4,Avonet
Perdicula_erythrorhyncha,Perdicula,Phasianidae,Galliformes,Galloanserae,Extant,1,14.5,7.8,4.8,5.2,24.4,83.2,13.6,41.6,67.6,Avonet
Perdicula_manipurensis,Perdicula,Phasianidae,Galliformes,Galloanserae,Extant,1,14.8,7.3,4.2,4.4,23.9,81,8.2,43,70.7,Avonet
Perdix_dauurica,Perdix,Phasianidae,Galliformes,Galloanserae,Extant,1,22.5,13.5,8.8,8.8,34.8,144,50,70.2,263.4,Avonet
Perdix_hodgsoniae,Perdix,Phasianidae,Galliformes,Galloanserae,Extant,1,24.9,15.6,9.8,8.8,40.7,154,44.4,83.4,363.7,Avonet
Perdix_perdix,Perdix,Phasianidae,Galliformes,Galloanserae,Extant,1,20.9,12.7,8.4,8.1,39.3,151.2,51,75.3,405.3,Avonet
Phasianus_colchicus,Phasianus,Phasianidae,Galliformes,Galloanserae,Extant,1,35.4,22,12.9,11.4,63.3,237.7,61.3,449.8,1120.3,Avonet
Phasianus_versicolor,Phasianus,Phasianidae,Galliformes,Galloanserae,Extant,1,34,19.6,12.1,12.3,63.6,220.6,58.6,291,918.8,Avonet
Polyplectron_bicalcaratum,Polyplectron,Phasianidae,Galliformes,Galloanserae,Extant,1,23.6,11.6,7,7.4,66.6,201,39.8,275.5,467.8,Avonet
Polyplectron_chalcurum,Polyplectron,Phasianidae,Galliformes,Galloanserae,Extant,1,20.5,9.3,5.9,6.4,59.1,161,25.7,229,508,Avonet
Polyplectron_germaini,Polyplectron,Phasianidae,Galliformes,Galloanserae,Extant,1,23.6,11.6,6.3,6.8,60.2,190.6,39.1,241.2,450,Avonet
Polyplectron_inopinatum,Polyplectron,Phasianidae,Galliformes,Galloanserae,Extant,1,24.3,11.8,6.3,7,65.2,186,30.6,271.2,497.5,Avonet
Polyplectron_katsumatae,Polyplectron,Phasianidae,Galliformes,Galloanserae,Extant,1,24.3,10.4,5.5,6.7,56,162.2,28.4,173,467.8,Avonet
Polyplectron_malacense,Polyplectron,Phasianidae,Galliformes,Galloanserae,Extant,1,26.7,12.6,6.9,7.7,64.2,192.6,38.6,191.4,608,Avonet
Polyplectron_napoleonis,Polyplectron,Phasianidae,Galliformes,Galloanserae,Extant,1,26,11.5,6.7,7.1,59.8,178.8,33,165.2,374.7,Avonet
Polyplectron_schleiermacheri,Polyplectron,Phasianidae,Galliformes,Galloanserae,Extant,1,27,12.7,7.6,6.9,57.9,187,24.4,188.3,608,Avonet
Pternistis_adspersus,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,27,15.3,9.3,9.4,48.1,169.2,31.8,80,428,Avonet
Pternistis_afer,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,28.7,16.4,9.2,10.2,49.1,170.2,33.3,69,454.8,Avonet
Pternistis_ahantensis,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,27,16.2,8.6,9.3,44.8,173.2,29.3,80,544.1,Avonet
Pternistis_atrifrons,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,27.5,15.6,10.7,11.8,55.5,173.8,31.6,49.2,791.5,Avonet
Pternistis_bicalcaratus,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,31.5,17.4,8.9,10.9,53,170.5,41.5,61.5,439.5,Avonet
Pternistis_camerunensis,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,26.4,14,8.4,9.2,51.5,164.2,18.2,61.2,549.4,Avonet
Pternistis_capensis,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,30.3,18.3,10.4,10.7,62.4,205.8,44.4,89.2,629.8,Avonet
Pternistis_castaneicollis,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,29.1,15.6,10.7,11.8,55.5,195.5,31.6,66.8,791.5,Avonet
Pternistis_clappertoni,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,29.2,16.9,8.8,9.8,56.6,176.4,42.6,75.4,469.6,Avonet
Pternistis_erckelii,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,28.9,17.3,10.2,11.8,57.1,210,28.6,105.8,1197.8,Avonet
Pternistis_griseostriatus,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,24.3,14.5,8,8.9,39.5,151.5,25,73.5,288.5,Avonet
Pternistis_hartlaubi,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,26.8,18.1,9.7,10.5,35.3,144.6,26.2,77.8,241.5,Avonet
Pternistis_harwoodi,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,28,16.7,8.5,10.2,48.2,175,19,61.5,493,Avonet
Pternistis_hildebrandti,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,27.5,15.6,9.1,9.4,43.5,177.3,30,82.5,532,Avonet
Pternistis_icterorhynchus,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,28.3,17.2,9.3,9.8,49.3,167.8,36.7,68.5,571,Avonet
Pternistis_jacksoni,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,27.6,14.1,9.9,11.2,64.5,212.4,37.2,97.6,1097,Avonet
Pternistis_leucoscepus,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,32.4,20.2,11.4,12.4,58,199,45.6,83.2,640.6,Avonet
Pternistis_natalensis,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,27.5,16.4,8.9,9.9,47,170.6,30.2,85.2,508.1,Avonet
Pternistis_nobilis,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,23,13.7,8.1,10.3,52.7,185.5,54.2,74.5,878,Avonet
Pternistis_ochropectus,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,33.3,18.1,9.9,11,56.4,197.3,15.3,102,699.6,Avonet
Pternistis_rufopictus,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,33.2,20.9,11.7,11.7,58.4,201.8,38.4,76.5,706.1,Avonet
Pternistis_squamatus,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,26.2,16.3,8.8,10.3,47,176.8,28.2,86.6,449.5,Avonet
Pternistis_swainsonii,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,30.6,19.3,10.9,11.3,52.8,186.5,40.1,73.5,597.1,Avonet
Pternistis_swierstrai,Pternistis,Phasianidae,Galliformes,Galloanserae,Extant,1,27.9,15.9,9,11.8,50,179,35,88,460.3,Avonet
Pucrasia_macrolopha,Pucrasia,Phasianidae,Galliformes,Galloanserae,Extant,1,29.7,15.2,9.5,11,60.9,222,62.9,190.4,1050.5,Avonet
Rheinardia_ocellata,Rheinardia,Phasianidae,Galliformes,Galloanserae,Extant,1,40.1,16.1,8.7,11.3,84.7,335.6,37.3,812.8,1500,Avonet
Rhizothera_dulitensis,Rhizothera,Phasianidae,Galliformes,Galloanserae,Extant,1,36.1,21.9,11.8,12,54.7,179.2,39.4,69.4,746.7,Avonet
Rhizothera_longirostris,Rhizothera,Phasianidae,Galliformes,Galloanserae,Extant,1,39,23.6,12.4,12.9,49.8,184.6,44,66.2,746.7,Avonet
Rollulus_rouloul,Rollulus,Phasianidae,Galliformes,Galloanserae,Extant,1,24.4,10.2,6.3,8.3,40.3,136,30.2,59.3,216.5,Avonet
Scleroptila_afra,Scleroptila,Phasianidae,Galliformes,Galloanserae,Extant,1,30,18.8,10.1,10.6,38.7,158.2,49.8,69.2,389.7,Avonet
Scleroptila_elgonensis,Scleroptila,Phasianidae,Galliformes,Galloanserae,Extant,1,30.4,22,10.8,9.9,45.6,172.1,33.9,77.1,478.3,Avonet
Scleroptila_finschi,Scleroptila,Phasianidae,Galliformes,Galloanserae,Extant,1,30.6,18.6,11.4,10.6,41.2,162.5,45,65.5,569.2,Avonet
Scleroptila_gutturalis,Scleroptila,Phasianidae,Galliformes,Galloanserae,Extant,1,30.2,18.9,10.4,9.8,39.2,161.2,58.4,69.8,376.7,Avonet
Scleroptila_levaillantii,Scleroptila,Phasianidae,Galliformes,Galloanserae,Extant,1,35,22.6,11.6,10.8,41.7,162.4,43.1,65.8,430.9,Avonet
Scleroptila_psilolaema,Scleroptila,Phasianidae,Galliformes,Galloanserae,Extant,1,30,18.2,10.3,9.8,40.5,162.4,44.2,70.4,478.3,Avonet
Scleroptila_shelleyi,Scleroptila,Phasianidae,Galliformes,Galloanserae,Extant,1,34.3,21.3,11.4,11.3,39.2,165.6,48.8,73.4,488,Avonet
Scleroptila_streptophora,Scleroptila,Phasianidae,Galliformes,Galloanserae,Extant,1,26.6,14.7,8.5,9.2,35.6,146.5,39.9,63,385,Avonet
Scleroptila_whytei,Scleroptila,Phasianidae,Galliformes,Galloanserae,Extant,1,32.3,22.8,11.8,11.4,38.3,163.8,45.3,66.8,488,Avonet
Synoicus_adansonii,Synoicus,Phasianidae,Galliformes,Galloanserae,Extant,1,11.2,5.5,3.5,3.9,17.4,74.5,20.5,33,40.4,Avonet
Synoicus_chinensis,Synoicus,Phasianidae,Galliformes,Galloanserae,Extant,1,13,7.4,3.3,4.2,19,69.7,16.3,27,40.4,Avonet
Synoicus_ypsilophorus,Synoicus,Phasianidae,Galliformes,Galloanserae,Extant,1,15.6,8.4,5.8,6.2,23.2,98,33.4,37.6,107.7,Avonet
Syrmaticus_ellioti,Syrmaticus,Phasianidae,Galliformes,Galloanserae,Extant,1,32.4,18.4,9.9,10.5,63.5,224,66.9,297.7,1007.5,Avonet
Syrmaticus_humiae,Syrmaticus,Phasianidae,Galliformes,Galloanserae,Extant,1,33.9,17.7,10.5,11,59.1,212.4,61.9,378.6,873.4,Avonet
Syrmaticus_mikado,Syrmaticus,Phasianidae,Galliformes,Galloanserae,Extant,1,34.4,16.5,10.7,9.3,64.6,218.8,50.7,337.8,1148.7,Avonet
Syrmaticus_reevesii,Syrmaticus,Phasianidae,Galliformes,Galloanserae,Extant,1,35.3,22.2,11.4,12.3,69.6,248.2,52.8,739,1204.6,Avonet
Syrmaticus_soemmerringii,Syrmaticus,Phasianidae,Galliformes,Galloanserae,Extant,1,29.4,15.2,9.6,9.9,58.6,215.4,63.5,661.9,1081.7,Avonet
Tetrao_urogalloides,Tetrao,Phasianidae,Galliformes,Galloanserae,Extant,1,46.5,19.4,15.7,17.4,60,341.2,125.2,261.2,2752.3,Avonet
Tetrao_urogallus,Tetrao,Phasianidae,Galliformes,Galloanserae,Extant,1,48.8,28.7,18.2,20.4,61.9,347.3,117.5,257.2,2716.6,Avonet
Tetraogallus_altaicus,Tetraogallus,Phasianidae,Galliformes,Galloanserae,Extant,1,38.4,26.1,16.7,18.2,63.3,284.6,120.1,164.2,2760.4,Avonet
Tetraogallus_caspius,Tetraogallus,Phasianidae,Galliformes,Galloanserae,Extant,1,38.3,25,15.3,16.3,58.2,283.6,110.6,171.6,2508.2,Avonet
Tetraogallus_caucasicus,Tetraogallus,Phasianidae,Galliformes,Galloanserae,Extant,1,33.2,22.2,14.7,15.7,55.7,257.2,104.1,163,1830.8,Avonet
Tetraogallus_himalayensis,Tetraogallus,Phasianidae,Galliformes,Galloanserae,Extant,1,37.7,25.6,16.9,17.4,66.5,279.8,110.2,153,2428,Avonet
Tetraogallus_tibetanus,Tetraogallus,Phasianidae,Galliformes,Galloanserae,Extant,1,33.3,22.6,14.7,15.5,55.9,262.8,113.4,146.2,1488.9,Avonet
Tetraophasis_obscurus,Tetraophasis,Phasianidae,Galliformes,Galloanserae,Extant,1,34,23.7,14.9,12.6,52.1,206.2,78.4,146.2,855.4,Avonet
Tetraophasis_szechenyii,Tetraophasis,Phasianidae,Galliformes,Galloanserae,Extant,1,37,24.3,15,12.9,54.5,220.5,51.2,150,1053,Avonet
Tragopan_blythii,Tragopan,Phasianidae,Galliformes,Galloanserae,Extant,1,30,15.4,9.9,10.8,74.4,250.4,39.8,187.8,1930,Avonet
Tragopan_caboti,Tragopan,Phasianidae,Galliformes,Galloanserae,Extant,1,28.2,14.7,9.4,9.8,66,214.5,34.1,168.8,1122.5,Avonet
Tragopan_melanocephalus,Tragopan,Phasianidae,Galliformes,Galloanserae,Extant,1,30.4,16.6,10.5,11.8,72.4,264.8,57.1,213.4,1613.2,Avonet
Tragopan_satyra,Tragopan,Phasianidae,Galliformes,Galloanserae,Extant,1,31.2,15.1,9.2,9.8,75.9,249.8,55.2,219.6,1417,Avonet
Tragopan_temminckii,Tragopan,Phasianidae,Galliformes,Galloanserae,Extant,1,26.6,14.7,10.1,10.6,71.4,236.8,45.2,192.2,1163.4,Avonet
Tympanuchus_cupido,Tympanuchus,Phasianidae,Galliformes,Galloanserae,Extant,1,23.5,12.5,8.7,9,41.8,204.8,86.4,82,870.1,Avonet
Tympanuchus_pallidicinctus,Tympanuchus,Phasianidae,Galliformes,Galloanserae,Extant,1,24.7,11.6,9.6,10,40.9,205,80,138,745.8,Avonet
Tympanuchus_phasianellus,Tympanuchus,Phasianidae,Galliformes,Galloanserae,Extant,1,22.3,11.6,8.4,9.2,40,200.6,79.4,103.2,882.4,Avonet
Xenoperdix_udzungwensis,Xenoperdix,Phasianidae,Galliformes,Galloanserae,Extant,1,21,9.1,5.8,6.7,37.5,143.8,37,67.9,224.9,Avonet
Gavia_adamsii,Gavia,Gaviidae,Gaviiformes,Neoaves,Extant,1,104.8,70.9,10.4,24.1,84.6,371.4,190.2,60.8,4944.3,Avonet
Gavia_arctica,Gavia,Gaviidae,Gaviiformes,Neoaves,Extant,1,71,41.3,8.5,14.2,72.8,285.8,145.3,45,2251.1,Avonet
Gavia_immer,Gavia,Gaviidae,Gaviiformes,Neoaves,Extant,1,97,60.1,10.5,23,86.1,365.2,178,59,4956.8,Avonet
Gavia_pacifica,Gavia,Gaviidae,Gaviiformes,Neoaves,Extant,1,71.9,41.1,8.3,12.9,72.8,291.2,139,48.4,2251.1,Avonet
Gavia_stellata,Gavia,Gaviidae,Gaviiformes,Neoaves,Extant,1,63.1,37.4,7.5,12.2,66.1,275.4,130.7,45.6,1486,Avonet
Aramus_guarauna,Aramus,Aramidae,Gruiformes,Neoaves,Extant,1,130.4,84.9,8.8,13.4,84.6,241.2,24.4,225.8,1080,Avonet
Anthropoides_paradiseus,Anthropoides,Gruidae,Gruiformes,Neoaves,Extant,1,101.1,58.8,15.7,18.1,249.5,556.2,213.8,231.5,4540.6,Avonet
Anthropoides_virgo,Anthropoides,Gruidae,Gruiformes,Neoaves,Extant,1,69.9,33.6,10.5,12.2,181.2,484.8,214.8,174.8,2417,Avonet
Antigone_antigone,Antigone,Gruidae,Gruiformes,Neoaves,Extant,1,176.2,88.2,12.9,22,301,597.5,224.5,238.2,5916.2,Avonet
Antigone_canadensis,Antigone,Gruidae,Gruiformes,Neoaves,Extant,1,122.9,67.4,10.2,15.9,216.2,477.8,210,175.4,4296.2,Avonet
Antigone_rubicunda,Antigone,Gruidae,Gruiformes,Neoaves,Extant,1,162.2,87.7,13.8,22.8,280.2,572.5,233,223.8,6222.8,Avonet
Antigone_vipio,Antigone,Gruidae,Gruiformes,Neoaves,Extant,1,152.2,86,11.6,20.8,250.2,538.2,228.8,193.2,4663,Avonet
Balearica_pavonina,Balearica,Gruidae,Gruiformes,Neoaves,Extant,1,65.4,35.2,14.5,17.6,201,543.4,195.5,258.2,3590,Avonet
Balearica_regulorum,Balearica,Gruidae,Gruiformes,Neoaves,Extant,1,66.2,36,16.1,18.9,223,569,214.2,243,3772,Avonet
Bugeranus_carunculatus,Bugeranus,Gruidae,Gruiformes,Neoaves,Extant,1,169.2,87.1,14.4,24.6,318,624.2,248.2,234.8,8159,Avonet
Grus_americana,Grus,Gruidae,Gruiformes,Neoaves,Extant,1,148.8,77.1,13.1,22,288.8,605.8,258.8,208.8,5826,Avonet
Grus_grus,Grus,Gruidae,Gruiformes,Neoaves,Extant,1,108.1,58.1,10.7,16.8,234.4,540.6,225.5,193.4,5500,Avonet
Grus_japonensis,Grus,Gruidae,Gruiformes,Neoaves,Extant,1,161,87.6,11.6,20.8,283.5,616,253.7,244.5,8786,Avonet
Grus_monacha,Grus,Gruidae,Gruiformes,Neoaves,Extant,1,105.3,56.3,9.9,15.8,211.2,494.8,215.5,166,3729.9,Avonet
Grus_nigricollis,Grus,Gruidae,Gruiformes,Neoaves,Extant,1,124.4,67.3,11.7,19.2,239.8,579.2,235.2,217,6000,Avonet
Leucogeranus_leucogeranus,Leucogeranus,Gruidae,Gruiformes,Neoaves,Extant,1,194.5,103.3,11.8,23.6,274.2,579.2,256,198.5,5913.4,Avonet
Heliopais_personatus,Heliopais,Heliornithidae,Gruiformes,Neoaves,Extant,1,52.8,26.9,6.6,12.2,47.6,239.5,95.8,108.2,510,Avonet
Heliornis_fulica,Heliornis,Heliornithidae,Gruiformes,Neoaves,Extant,1,32.4,16.3,4.4,6.9,21.6,141.5,51.3,81.8,132,Avonet
Podica_senegalensis,Podica,Heliornithidae,Gruiformes,Neoaves,Extant,1,44.6,20.6,5.3,8.1,40.9,186.2,50,125,599,Avonet
Psophia_crepitans,Psophia,Psophiidae,Gruiformes,Neoaves,Extant,1,41.8,18.4,7.2,12.1,133.6,275.2,26.5,117.4,1026,Avonet
Psophia_dextralis,Psophia,Psophiidae,Gruiformes,Neoaves,Extant,1,34.4,19.8,9.3,13.4,120.8,282.4,9.3,113.7,1071,Avonet
Psophia_leucoptera,Psophia,Psophiidae,Gruiformes,Neoaves,Extant,1,43.6,19.5,7.6,13.5,120,270.5,24.4,112.2,1315.6,Avonet
Psophia_obscura,Psophia,Psophiidae,Gruiformes,Neoaves,Extant,1,34.3,20.3,9.7,13.7,118.4,287.2,15.1,116.5,1071,Avonet
Psophia_ochroptera,Psophia,Psophiidae,Gruiformes,Neoaves,Extant,1,37.5,20,8.1,13,124.2,281.4,13.2,120.1,1026,Avonet
Psophia_viridis,Psophia,Psophiidae,Gruiformes,Neoaves,Extant,1,42.6,19.9,5.8,12.6,116.5,286.8,17.1,117.4,1071,Avonet
Amaurolimnas_concolor,Amaurolimnas,Rallidae,Gruiformes,Neoaves,Extant,1,28.6,15.5,3.5,6.6,39.1,123.8,33.5,47.8,133,Avonet
Amaurornis_cinerea,Amaurornis,Rallidae,Gruiformes,Neoaves,Extant,1,24.8,12.6,3.2,5.8,32.3,94,23,48.8,52.1,Avonet
Amaurornis_isabellina,Amaurornis,Rallidae,Gruiformes,Neoaves,Extant,1,35.8,17,5.5,9.8,65,167.2,36.7,63,180,Avonet
Amaurornis_magnirostris,Amaurornis,Rallidae,Gruiformes,Neoaves,Extant,1,47.6,23,5.6,12.4,59.9,160,33,54,250,Avonet
Amaurornis_marginalis,Amaurornis,Rallidae,Gruiformes,Neoaves,Extant,1,19.8,10.5,3.4,6.3,34.8,104.2,30.8,46.6,51.2,Avonet
Amaurornis_moluccana,Amaurornis,Rallidae,Gruiformes,Neoaves,Extant,1,33.1,17.2,5.2,9.6,54.2,131.8,31.9,49.5,186.8,Avonet
Amaurornis_olivacea,Amaurornis,Rallidae,Gruiformes,Neoaves,Extant,1,35.4,17,5.4,9.8,60.2,150.2,35.4,53.2,292,Avonet
Amaurornis_phoenicurus,Amaurornis,Rallidae,Gruiformes,Neoaves,Extant,1,37.1,18.6,4.4,8.8,50.8,147,33.7,57.6,180,Avonet
Aramides_albiventris,Aramides,Rallidae,Gruiformes,Neoaves,Extant,1,51.3,27.9,5.3,11.1,63,178.7,20.8,62.8,514,Avonet
Aramides_axillaris,Aramides,Rallidae,Gruiformes,Neoaves,Extant,1,40.5,21.8,5.1,10,53.1,166.2,40.3,53.5,292,Avonet
Aramides_cajaneus,Aramides,Rallidae,Gruiformes,Neoaves,Extant,1,51.3,27.9,5.3,11.1,63,178.7,20.8,62.8,397,Avonet
Aramides_calopterus,Aramides,Rallidae,Gruiformes,Neoaves,Extant,1,47,24.7,5.3,10.2,64.7,154.2,16.6,46.8,320.5,Avonet
